NEAGLE	20	A surname.
OCHRO	25	Obsolete spelling of okra.
OHIM	20	Acronym of Office for Harmonization in the Internal Market.
OHIRA	15	A surname from Japanese.
OHIS	20	plural of Ohi
ONIA	15	plural of onium
ONORE	10	Former name of Honnavar (“Indian town”).
PARISITE	20	A rare mineral consisting of cerium, lanthanum and calcium fluorocarbonate.
PARSONISH	40	Like, or befitting, a parson, especially pious or conservative.
PEAY	40	A surname.
PEDA	25	A sweet made from khoa, sugar, and various flavourings.
PEIN	35	Alternative form of peen.
PRETA	40	A hungry ghost (a supernatural being in Buddhist folklore, the spirit of a greedy person whose divine retribution is never to be sated)
PSIA	30	Initialism of pounds per square inch absolute (an imperial unit of absolute, not relative, pressure; meaning total resultant pressure, including atmospheric or other ambient pressure).
RADIOSONDES	43	plural of radiosonde
REMEETS	35	third-person singular simple present indicative of remeet
RENNE	20	A surname.
ROKA	35	Initialism of Republic of Korea Army.
SABAH	40	A state in eastern Malaysia located at the Northern part of the Borneo island with the main city Kota Kinabalu as its capital.
SAIC	20	Initialism of Science Applications International Corporation, a defense contractor, one of the largest employee-owned companies in the USA.
SAPH	20	The Ford Sierra Sapphire automobile, a four-door saloon version of the Ford Sierra and the Ford Sierra RS Cosworth.
SARC	5	Clipping of sarcasm.
SAVA	25	A river in southern Europe, a right side tributary of the Danube at Belgrade.
SDSL	35	symmetric digital subscriber line
SECOR	34	An interval of 116.7 cents.
SEKOS	10	A sacred enclosure, sanctuary or cella in an ancient Greek temple.
SEOR	15	a Spanish title or form of address for a man; similar to the English ‘Mr’ or ‘sir’
SEYM	20	A river which flows for 748 kilometres (465 mi) through the Belgorod and Kursk Oblasts of Russia and Sumy and Chernihiv Oblasts of Ukraine.
SIRRA	35	Alternative spelling of sirrah.
SKAW	30	a cape on the northernmost tip of Jutland between the Skagerrak and the Kattegatt
SOAM	40	A chain by which a leading horse draws a plough.
SOHC	10	Acronym of Single Over Head Camshaft, the system of opening and closing both inlet and exhaust valves on four stroke internal combustion engines.
SOKOL	2	A surname.
SPICAE	29	plural of spica
SSMS	10	plural of SSM
STAM	25	To confound.
STOAI	15	plural of stoa
STOT	39	An inferior horse.
TANAGRA	25	A city in southeastern Viotia prefecture in Greece.
THORHEYERDAHL	40	Norwegian anthropologist noted for his studies of cultural diffusion (1914-2002)
TRAT	40	Alternative form of tratt (“a trattoria”).
TSAOS	25	plural of Tsao
TWIMC	25	Initialism of to whom it may concern.
UHFS	20	plural of UHF
UNIDO	40	Initialism of United Nations Industrial Development Organization.
URAEI	10	plural of uraeus
USAN	25	Initialism of United States Adopted Name: a unique nonproprietary name assigned to a medication (pharmaceutical drug) marketed in the United States.
WANA	15	Initialism of West Asia and North Africa.
WARWHOOP	40	a yell intended to rally a group of soldiers in battle
WASABIS	30	plural of wasabi
WEINSTEIN	40	An occupational or ornamental surname from German.
WIRRA	20	Exclamation of dismay.
XCII	38	being two more than ninety
XCIV	38	being four more than ninety
XVIII	38	being one more than seventeen
XXIII	38	being three more than twenty
XXVI	38	being six more than twenty
XYLO	25	Xylophone.
ZEBULUN	40	Tenth son of Jacob, by his wife Leah.
AKC	30	Initialism of American Kennel Club.
AMF	30	Acronym of attacking midfielder.
AOR	30	Initialism of address of record.
APL	20	Initialism of acute promyelocytic leukemia.
ARD	20	a simple light plough without a mouldboard.
ASN	20	Initialism of autonomous system number.
AUD	30	Alternative form of auld.
AYA	25	Alternative form of ayah.
BLE	30	Initialism of Bluetooth Low Energy.
CCV	38	Initialism of clathrin-coated vesicle.
CLX	38	being ten more than one hundred fifty
CMV	38	Initialism of cytomegalovirus.
CWT	30	a British unit of weight equivalent to 112 pounds
CXC	38	Initialism of Caribbean Examinations Council.
CXV	38	being five more than one hundred ten
CXX	38	being ten more than one hundred ten
DCV	38	Initialism of directional control valve.
ECA	20	Initialism of emission control area.
GOI	40	Alternative spelling of goy.
IES	30	plural of i, the name of the letter I.
IMY	35	Initialism of I miss you.
JIS	35	Initialism of Japanese Industrial Standards.
LXV	38	being five more than sixty
MCG	30	one millionth (1/1,000,000) gram
MCV	38	Acronym of mean corpuscular volume.
MDV	38	Initialism of Mars descent vehicle.
MDX	38	Initialism of MultiDimensional eXpressions.
MMX	38	Initialism of Matrix Math eXtensions, an extension to the x86 CPU instruction set architecture.
OGO	10	ogonori
QIS	25	plural of qi
SAK	40	Initialism of secure attention key (such as ctrl+alt+delete for Windows operating systems) (not in general use but used in topic-relevant online discussions).
TUV	35	Initialism of Traditional Unionist Voice.
XIV	38	being one more than thirteen
XLV	38	being five more than forty
XVI	38	being one more than fifteen
XXV	38	being five more than twenty
GTL	25	Initialism of Gunning transceiver logic.
HDD	40	Initialism of hard disk drive.
SFW	35	Initialism of safe for work; i.e., content containing neither graphic nor adult imagery, and thus suitable for public, formal or controlled environments, such as at work.
IWAN	35	A large, vaulted chamber with a monumental arched opening on one side.
BOOBAGE	10	Bosom; women's breasts.
HOMOLOGUE	30	Alternative spelling of homolog.
LBW	40	Initialism of low birth weight.
OAP	25	Initialism of orthogonal array processor.
QUEANS	40	plural of quean
BOATPERSON	35	A boatman or boatwoman.
HEROINADDICTION	40	an addiction to heroin
BOOBJOBS	10	plural of boobjob
II	38	Initialism of illegal immigrant.
VI	38	Initialism of verb intransitive or intransitive verb, often in dictionaries.
IX	38	Initialism of Internet exchange.
XI	38	The 14th letter of Classical and Modern Greek. The 15th in Ancient and Old Greek.
XXIV	38	being four more than twenty
XXVII	38	being seven more than twenty
XXVIII	38	being eight more than twenty
XXIX	38	being nine more than twenty
XXXII	38	being two more than thirty
XXXIII	38	being three more than thirty
XXXIV	38	being four more than thirty
XXXV	38	being five more than thirty
XXXVI	38	being six more than thirty
XXXVII	38	being seven more than thirty
XXXVIII	38	being eight more than thirty
XLVII	38	being seven more than forty
XLVIII	38	being eight more than forty
LV	38	A placename:
LX	38	Abbreviation of luxury.
LXVIII	38	being eight more than sixty
LXXIII	38	being three more than seventy
LXXIV	38	being four more than seventy
LXXV	38	being five more than seventy
LXXVII	38	being seven more than seventy
LXXVIII	38	being eight more than seventy
LXXXI	38	being one more than eighty
LXXXII	38	being two more than eighty
LXXXIII	38	being three more than eighty
LXXXIV	38	being four more than eighty
LXXXV	38	being five more than eighty
LXXXVI	38	being six more than eighty
LXXXVII	38	being seven more than eighty
LXXXVIII	38	being eight more than eighty
XC	38	Abbreviation of cross-country.
XCIII	38	being three more than ninety
XCVI	38	being six more than ninety
XCVII	38	being seven more than ninety
XCVIII	38	being eight more than ninety
CI	38	One of the Classical Chinese poetry forms
CV	38	Initialism of curriculum vitae.
CX	38	Abbreviation of (short haul) copper.
CXXV	38	being five more than one hundred twenty
CXXX	38	being ten more than one hundred twenty
CXXXV	38	being five more than one hundred thirty
CL	38	Initialism of light cruiser, a type of warship.
CLXX	38	being ten more than one hundred sixty
CLXXX	38	being ten more than one hundred seventy
DI	38	A meaningless syllable used when singing a tune or indicating a rhythm.
DV	38	Initialism of digital video.
DX	38	Abbreviation of diagnosis.
DL	38	Download; Alternative form of DL.
MV	38	Initialism of motor vessel.
MX	38	Initialism of Missile, Experimental (original project name of the LGM-118 Peacekeeper ICBM).
MC	38	Initialism of master of ceremonies.
MCX	38	Initialism of Muntinlupa-Cavite Expressway.
IKAT	40	Traditional Indonesian decorative technique in which warp or weft threads, or both, are tie-dyed before weaving.
ADOLFHITLER	1	German Nazi dictator during World War II (1889-1945)
NIGAM	40	A surname from Hindi.
KUAN	40	A surname from Chinese.
KYI	35	A surname.
UDIT	20	A male given name from Sanskrit used in India.
CNIDARIANS	42	plural of cnidarian
BEZ	40	The second tine of an antler's beam.
BEZES	38	plural of bez
CATHETERIZATIONS	33	plural of catheterization
CATHETERIZATION	35	the operation of introducing a catheter into the body
IZARDS	33	plural of izard
RHOTACIZE	35	To pronounce with an exaggerated 'R' sound (a rhotacism).
RHOTACIZED	33	simple past and past participle of rhotacize
RHOTACIZES	33	third-person singular simple present indicative of rhotacize
RHOTACIZING	33	present participle and gerund of rhotacize
SAZ	35	The baglama.
TEZ	30	Initialism of Total Exclusion Zone.
ZAD	35	Obsolete form of zed (“letter Z”).
ZENS	35	A surname from German.
ZEPPOLI	38	plural of zeppola
ZHO	35	Alternative spelling of dzo.
ZOSTERA	40	(or in some classifications family Zosteraceae) small genus of widely distributed marine plants
ZUZ	40	An ancient Hebrew silver coin, one quarter of a shekel.
SEBASTOPOL	40	a city in southern Ukraine on the Black Sea
SCHIZOIDAL	35	Synonym of schizoid.
SCLEROSING	25	present participle and gerund of sclerose
SCRIMSHANKS	43	third-person singular simple present indicative of scrimshank
SCRIMSHANKED	43	simple past and past participle of scrimshank
SCRIMSHANKING	43	present participle and gerund of scrimshank
EDITRIX	40	A female editor.
WOX	35	simple past of wax (“to become”)
PVCS	30	plural of PVC
VAMPIER	38	comparative form of vampy: more vampy
VAMPIEST	38	superlative form of vampy: most vampy
WAIVODES	30	plural of waivode
DESSIATINE	40	a former Russian unit of area equal to 2.7 acres
DESSIATINES	40	plural of dessiatine
FRANCOPHIL	40	an admirer of France and everything French
OBDUCTION	40	The act of drawing or laying over, as a covering.
POLLAN	40	A freshwater fish, Coregonus pollan, resembling a herring
SITESWAP	40	A numerical notation used to describe juggling patterns, where each number represents the height and direction of a throw.
SALICYLATE	35	a salt of salicylic acid (included in several commonly used drugs)
XLR	40	A kind of electrical connector, circular and having between three and seven pins, primarily used with professional audiovisual and stage lighting equipment.
YEX	35	To hiccup.
YEZ	35	you (plural)
YGO	35	Obsolete spelling of ago.
YOR	40	Eye dialect spelling of your.
YOT	35	The letter Ϳϳ, an uncommon variant of Jj used in Greek linguistics.
YOX	35	Alternative form of yex (“hiccup”).
YOY	40	Initialism of year-over-year or year-on-year.
YUS	38	a Common Slavonic nasal vowel in the early Cyrillic and Glagolitic alphabets.
ACANTHITE	40	A mineral form of silver sulfide, Ag₂S, that is a major ore of silver, that forms slender prisms.
ACARIDIANS	33	plural of acaridian
ACARIDIAN	35	Synonym of acarine.
ACHROMIA	35	an absence of normal pigmentation especially in the skin (as in albinism) or in red blood cells
ACHROMOUS	35	having no color
ADACTYLOUS	40	without fingers and/or toes
ADACTYLY	30	congenital absence of fingers and/or toes
ADRENALLY	38	In adrenal terms.
ALN	35	A river in Northumberland, England, which flows into the North Sea.
ALNICOS	43	plural of alnico
ANOMALISMS	43	plural of anomalism
ANTHRAXES	30	plural of anthrax
ARCANELY	38	In an arcane way.
ASCENDINGCOLON	40	the part of the large intestine that ascends from the cecum to the transverse colon
AUDIBLED	43	simple past and past participle of audible
CROOKEDEST	43	superlative form of crooked: most crooked
CROOKEDER	43	comparative form of crooked: more crooked
CUCKOOPINTS	43	plural of cuckoopint
CUSTOMIZER	40	A person or business that provides customization services
CYMBIDIUMS	43	plural of cymbidium
OVERTILTS	43	third-person singular simple present indicative of overtilt
OVERTILTED	43	simple past and past participle of overtilt
OVERTILTING	43	present participle and gerund of overtilt
DICKISHLY	38	In a dickish manner.
FEESPLITTING	40	payment (usually by doctors or lawyers) of part of the fee in return for the referral
ROACHCLIP	30	metal tweezers used by marijuana smokers to hold a roach
VOWELRHYME	40	the repetition of similar vowels in the stressed syllables of successive words
AJAG	10	Alternative form of adjag.
AAN	30	A small river in Southland, South Island, New Zealand, flowing into the Foveaux Strait.
AARONITES	43	plural of Aaronite
ABACAS	35	plural of abaca
ABASEDLY	38	In an abased manner; abjectly.
ABATJOUR	40	Alternative spelling of abat-jour.
ABATORS	38	plural of abator
ABB	40	an urban hit squad and guerrilla group of the Communist Party in the Philippines; formed in the 1980s
ABBYS	38	plural of Abby
ABDUCENS	40	a small motor nerve supplying the lateral rectus muscle of the eye
ABIGAILS	38	plural of abigail
ABITIBI	10	A geographic region in Quebec within Abitibi-Témiscamingue.
ABJUDICATED	43	simple past and past participle of abjudicate
ABJUDICATES	43	third-person singular simple present indicative of abjudicate
ABJUDICATING	43	present participle and gerund of abjudicate
ABJUNCTION	35	The creation of spores by cutting off portions of the sporophore by the growth of septa; abstriction.
ABJUNCTIVE	35	Exceptional, isolated, disconnected, separate,
ABORTER	40	One who or that which aborts.
ABOUGHT	35	simple past and past participle of aby
ABRISTLE	35	Bristling.
ABSCESSION	40	A separating; a removal; a going away.
ABSCINDS	33	third-person singular simple present indicative of abscind
ABSENTER	35	One who stays away; one who absents herself or himself.
ABSENTERS	33	plural of absenter
ABSINTHINE	35	Like absinthe.
ABSOLUTORY	35	Serving to absolve; absolving; giving absolution.
ABSTINENCY	40	Synonym of abstinence.
ABSTRICT	43	To cut off, as in abstriction; abjoint
ABSTRICTED	43	Separated by abstriction.
ABSTRICTING	43	present participle and gerund of abstrict
ABSTRICTS	43	third-person singular simple present indicative of abstrict
ABTERMINAL	35	Away from the end and towards the centre
ABUKIR	40	a bay on the Mediterranean Sea in northern Egypt
ABUSAGES	28	plural of abusage
ABY	35	make amends for
ACAJOUS	43	plural of acajou
ACCEDERS	38	plural of acceder
ACCEPTEE	35	A person who accepts, or is accepted for, a position
ACCEPTER	40	A person who accepts; a taker.
ACCIDENTLY	38	Accidentally; by chance, unintentionally.
ACCORDER	40	One who accords.
ACCORDERS	38	plural of accorder
ACCUSANTS	43	plural of accusant
ACELDAMA	40	Alternative form of Aceldama.
ACEQUIAS	30	plural of acequia
ACETYLS	38	plural of acetyl
ACHAEA	20	a region of ancient Greece on the north coast of the Peloponnese
ACHAEANS	33	plural of Achaean
ACI	20	Initialism of Anti-Coercion Instrument.
ACQUISITOR	35	One who acquires.
ACQUISITORS	33	plural of acquisitor
ACQUITMENT	40	Obsolete form of acquittal.
ACRYLATES	38	plural of acrylate
ACTG	10	Abbreviation of acting.
ACTINOIDS	43	plural of actinoid
ACTIONABLY	43	In an actionable manner.
ACTUALNESS	40	The state or quality of being actual.
ACUITIES	38	plural of acuity
ADAPTITUDE	40	Adaptedness; special aptitude.
ADEEMED	38	simple past and past participle of adeem
ADEEMING	38	present participle and gerund of adeem
ADHIBITION	35	The act of adhibiting.
ADJUSTABLY	43	In a way that is adjustable.
ADMITTEE	35	One who is admitted.
ADMITTEES	33	plural of admittee
ADOPTIONAL	35	Of or relating to adoption.
ADORNINGLY	38	decoratively; using adornments.
ADRENERGIC	40	relating to epinephrine (its release or action)
ADULTERIZE	35	To commit adultery.
ADULTERIZED	33	simple past and past participle of adulterize
ADULTERIZES	33	third-person singular simple present indicative of adulterize
ADULTERIZING	33	present participle and gerund of adulterize
ADVENTITIA	35	an enveloping or covering membrane or layer of body tissue
ADVISORILY	38	By way of advice.
ADVOCATION	35	Advocacy; the act of advocating or pleading.
ADWOMAN	35	A woman working in advertising; a female adman.
ADWOMEN	35	plural of adwoman
AEOLIC	40	the dialect of Ancient Greek spoken in Thessaly and Boeotia and Aeolis
AEOLIS	40	An area of Ancient Greece that comprised the west and northwestern region of Asia Minor, mostly along the coast, and also several offshore islands (particularly Lesbos), where the Aeolian Greek city-states were located.
AFEAR	30	To imbue with fear; to affright, to terrify.
AFFECTER	40	A person who affects to know something or to be something.
AFFECTERS	38	plural of affecter
AFFIXION	35	The act of affixing; affixation, affixment, attachment.
AFFIXIONS	38	plural of affixion
AFFRAYER	35	One involved in an affray.
AFFRAYERS	33	plural of affrayer
AFORETIMES	40	Formerly, formerly.
AFRAIDNESS	35	The state or quality of being afraid.
AFRASIAN	40	a large family of related languages spoken both in Asia and Africa
AGENTING	40	Working as an agent (one who acts for another).
AGLAIA	35	(Greek mythology) one of the three Graces; the one who harvests
AGOROT	38	plural of agora
AGUISHLY	38	In an aguish manner; as though suffering from ague.
AHORSEBACK	40	on the back of a horse
AIMFULLY	38	In an aimful manner; with fixed purpose.
AINTREE	35	A village in the Metropolitan Borough of Sefton, Merseyside, England; the home of the Grand National. (OS grid ref SJ3798).
AIRCOACH	40	An airliner offering relatively cheap but cramped passenger flights.
AIRBOUND	40	Of a pump etc.: containing too much air, such that the flow is impeded.
AJACCIO	40	The capital and largest city of Corsica, France.
AJANTA	35	A village in Maharashtra, India, known for the nearby ancient Buddhist cave monuments.
AKENES	15	plural of akene
AKH	35	In Egyptian mythology, (roughly) a spirit of the dead that has successfully completed its transition to the afterlife.
ALABARCH	40	The title of the governor or chief magistrate of the Jews in Alexandria under the Ptolemies and Roman emperors.
ALAIS	33	plural of Alai
ALANINE	35	a crystalline amino acid that occurs in many proteins
ALARCON	35	A surname from Spanish, an anglicization of Alarcón.
ALARUMED	33	simple past and past participle of alarum
ALBI	35	A town and commune, the prefecture of Tarn department, Occitania, in southern France.
ALBORG	35	a city and port in northern Jutland
ALCOHOLIST	35	One suffering from alcoholism; an alcoholic.
ALCOHOLISTS	33	plural of alcoholist
ALCUIN	40	Alcuin, a Northumbrian clergyman and scholar
ALDAN	35	The second-longest right tributary of the Lena in the Sakha Republic in eastern Siberia.
ALDEHYDES	38	plural of aldehyde
ALDERFLY	40	dark-colored insect having predaceous aquatic larvae
ALDERNEY	35	The third-largest island of the Channel Islands.
ALDOL	30	Any aldehyde or ketone having a hydroxy group in the beta-position
ALDOSE	40	a monosaccharide sugar that contains the aldehyde group or is hemiacetal
ALEMANNI	35	A group of Germanic peoples living between the Rhine, Main, and Danube Rivers from the third to the sixth century.
ALFORJAS	38	plural of alforja
ALGINATES	33	plural of alginate
ALIGNERS	43	plural of aligner
ALIMENTIVE	35	Alternative form of alimentative.
ALKANES	43	plural of alkane
ALKENES	43	plural of alkene
ALKYNES	43	plural of alkyne
ALLEGIANCY	40	Alternative form of allegiance.
ALLOTTER	40	One who allots
ALLSTON	40	A surname.
ALMERIA	35	Alternative spelling of Almería:
ALPINELY	38	In an alpine way, loftily.
ALTAMIRA	40	A surname from Spanish
ALTERITY	35	Otherness; the entity in contrast to which an identity is constructed.
ALULAE	40	plural of alula
ALULAR	38	pertaining to alulae
ALUMINIC	40	Of, relating to or containing aluminium.
ALVARADO	40	A place in the United States:
ALVEOLATED	40	Alternative form of alveolate.
AMALEKITE	40	A descendant of the Biblical Amalek.
AMALEKITES	38	plural of Amalekite
AMALGAMIZED	43	simple past and past participle of amalgamize
AMALGAMIZES	43	third-person singular simple present indicative of amalgamize
AMALGAMIZING	43	present participle and gerund of amalgamize
AMANITAS	35	plural of amanita
AMARANTHUS	40	large widely distributed genus of chiefly coarse annual herbs
AMBOINA	21	Alternative form of amboyna.
AMBON	30	Alternative form of ambo.
AMBRIES	38	plural of ambry
AMBRY	40	A bookcase; a library or archive.
AMHARA	35	a member of the Semitic speaking people of northern Ethiopia
AMIDIC	35	Characteristic of an amide.
AMMONIAS	38	plural of ammonia
AMMONIFIED	38	simple past and past participle of ammonify
AMMONIFIES	38	third-person singular simple present indicative of ammonify
AMMONIFYING	38	present participle and gerund of ammonify
AMMONOIDS	33	plural of ammonoid
AMPHORAL	35	Of, pertaining to, or in the shape of an amphora
AMRITSAR	35	A large city in Punjab, India, formerly known as Ramdaspur and sometimes called Ambarsar.
AMYLS	38	plural of amyl
AMYTAL	35	the sodium salt of amobarbital that is used as a barbiturate; used as a sedative and a hypnotic
ANALGIA	29	A state of painlessness, absence of pain.
ANATTO	30	Alternative form of annatto (“dye”).
ANCONA	40	A province of Marche, Italy.
ANDREWSITE	40	A now-discredited mineral, reported in Cornwall and later shown to be a mixture of hentschelite and rockbridgeite, with minor chalcosiderite.
ANGARY	40	The right of one belligerent (government) in a conflict to seize, use or destroy the property of another belligerent or neutral state, or the private citizens thereof, provided compensation is paid.
ANGELIZED	43	simple past and past participle of angelize
ANGELIZES	43	third-person singular simple present indicative of angelize
ANGELIZING	43	present participle and gerund of angelize
ANGIOPATHY	30	any disease of the blood vessels or lymph ducts
ANHALT	35	A surname.
ANHINGAS	35	plural of anhinga
ANIMALLY	38	Resembling or characteristic of an animal.
ANIMATER	40	Alternative form of animator.
ANNATTOS	38	plural of annatto
ANNELIDA	30	segmented worms: earthworms, lugworms, leeches
ANNULETS	38	plural of annulet
ANODYNIC	35	In the way of an anodyne, relating to relief from pain.
ANOLES	43	plural of anole
ANOMIES	43	plural of anomie
ANSI	40	Acronym of American National Standards Institute.
ANTBIRDS	38	plural of antbird
ANTICLY	40	In an odd or grotesque manner.
ANTIOXYGEN	40	antioxidant
ANTIPAPACY	40	antipapism; the office or reign of an antipope
ANTIPRIEST	40	One taking a role opposite to that of priest.
ANTIROLL	40	antisway
ANTLERLESS	40	Without antlers.
ANTONIUS	40	a Roman nomen gentilicium
ANTRES	38	plural of antre
ANZUS	40	A security treaty between Australia, New Zealand, and America for the Pacific region; particularly in naval affairs.
APERIENTS	33	plural of aperient
APHASIAC	35	Alternative form of aphasic.
APHASIACS	33	plural of aphasiac
APICALLY	38	In an apical manner or direction; towards an apex.
APOLOGAL	35	Relating to an apologue.
APPEARER	35	Someone who or something which appears.
APPEARERS	33	plural of appearer
APPELLEE	30	A respondent.
APPLAUSIVE	35	Conveying applause.
APPRECIANT	35	appreciative
APPRISER	35	One who carries out an apprising.
APPRISERS	33	plural of appriser
APPRIZER	40	An appraiser.
APPRIZERS	38	plural of apprizer
APPROBATOR	40	A person who gives formal approval.
APPROBATORS	38	plural of approbator
APPROVEDLY	38	So as to secure approbation; in an approved manner.
APULEIUS	40	An author in the Roman Empire, Lucius Apuleius Madaurensis.
ARAWAKS	40	plural of Arawak
ARBOREALLY	43	In an arboreal manner
ARBORVITAE	40	any of several Asian and North American conifers of the genera Thuja and Thujopsis
ARBOURED	29	Alternative spelling of arbored
ARCKED	35	simple past and past participle of arc
ARGIVES	35	plural of Argive
ARGOLIS	40	A regional unit in eastern Peloponnese, Greece, which has its modern capital at Nafplio. Its original capital was at Argos.
ARIUS	30	type genus of the Ariidae: sea catfishes
ARJUNA	40	A male given name from Sanskrit, popular in South Asia.
ARMONICA	29	A musical instrument made of blown-glass bowls mounted on a spindle turned originally by a foot pedal, and played with wetted fingers, producing an ethereal sound. Technically, it is a crystallophone.
ARMORICA	35	The north-western part of ancient Gaul, corresponding to modern Brittany.
ARMSTRONGS	43	plural of Armstrong
ARMURE	35	A fabric woven with a raised pattern similar to chain mail.
ARMURES	35	plural of armure
ARRAYALS	43	plural of arrayal
ARRESTORS	43	plural of arrestor
ARRISES	38	plural of arris
ARROBA	35	a liquid measure (with different values) used in some Spanish speaking countries
ARROBAS	35	plural of arroba
ARROWING	40	present participle and gerund of arrow
ARSENATES	38	plural of arsenate
ARSENIDES	38	plural of arsenide
ARSENOUS	40	of, related to, or derived from arsenic, especially in an oxidation state of three; arsenious
ARSONOUS	40	Of or relating to arson.
ARTERIALLY	43	In terms of or by means of the arteries.
ASAT	35	of or relating to a system to destroy satellites in orbit
ASBESTIC	35	Relating to, or resembling, asbestos.
ASCHAM	35	A cupboard or case for storing bows and other archery equipment.
ASPARTIC	35	Of or pertaining to aspartic acid or its derivatives
ASSENTORS	43	plural of assentor
ASSERTOR	40	One who asserts or avers.
ASSERTORS	38	plural of assertor
ASSESSABLY	38	In an assessable manner.
ASSISTORS	35	plural of assistor
ASSUMERS	43	plural of assumer
ASTROSCOPY	40	observation of the stars
ASYSTOLE	35	An absence of a systole; a failure of the heart to contract.
ATAMANS	38	plural of ataman
ATTACHERS	38	plural of attacher
ATTAINERS	38	plural of attainer
ATTICISM	35	Attachment to, collaboration with, favouring of, or siding with Athens or Athenians, especially in the context of the Peloponnesian War (431–404 B.C.E.).
ATTICIST	35	A person professing Atticism
ATTRITED	38	worn by rubbing or friction
ATTRITES	38	third-person singular simple present indicative of attrite
ATTRITING	38	present participle and gerund of attrite
ATTRITS	38	third-person singular simple present indicative of attrit
ATTRITTED	38	simple past and past participle of attrit
ATTRITTING	38	present participle and gerund of attrit
AUGSBURG	40	An independent city, the administrative seat of the Swabia region, Bavaria, in southern Germany.
AUGURAL	35	prophetic
AUNTHOOD	40	The quality or state of being an aunt.
AUREI	38	plural of aureus
AURELIAN	35	A male given name from Latin, of mostly historical use in English.
AUREOLED	43	Surrounded by a corona or halo.
AUREOLING	43	present participle and gerund of aureole
AUREUS	40	A gold coin, minted in the Roman Empire from approximately 100 B.C.E. to 309 C.E., equal to 25 denarii.
AUROPHOBIA	40	The fear of gold; by extension, the fear of wealth.
AUSPEX	35	(ancient Rome) a religious official who interpreted omens to guide public policy
AUTOLYSE	29	Alternative spelling of autolyze.
AUTOPSIC	35	Of, pertaining to, or characteristic of an autopsy
AUTUMNALLY	43	In an autumnal manner.
AUTUN	35	A cathedral city, subprefecture, and commune in Saône-et-Loire department, Bourgogne-Franche-Comté, France.
AVAILINGLY	43	In an availing manner.
AVDP	40	Abbreviation of avoirdupois.
AVENGEMENT	35	The inflicting of retributive punishment; satisfaction taken.
AVERNUS	40	The entrance to Hell or the underworld, or the underworld itself.
AVERSENESS	40	The quality of being averse; opposition of mind.
AVIATORIAL	35	Relating to aviation.
AVOIDERS	43	plural of avoider
AVOUCHABLE	40	Capable of being avouched.
AVOWABLE	40	Capable of being avowed or openly acknowledged with confidence.
AVOWABLY	38	In an avowable manner.
AVULSING	43	present participle and gerund of avulse
AVUNCULATES	43	plural of avunculate
AWAKENERS	43	plural of awakener
AWAKENMENT	40	An awakening.
AWAKENMENTS	38	plural of awakenment
AWKWARDISH	40	Somewhat awkward.
AWNLESS	35	lacking or having only very short awns
AZIDES	38	plural of azide
AZINES	38	plural of azine
BABULS	38	plural of babul
BACALAO	35	Alternative spelling of bacalhau.
BACITRACIN	35	A nonprescription polypeptide antibiotic isolated from a bacillus (Bacillus subtilis or Bacillus licheniformis), usually provided in topical ointment form especially against gram-positive bacteria.
BAGLIKE	40	Resembling or characteristic of a bag.
BAGUIO	35	An independent city within Benguet in Cordillera Administrative Region, Philippines.
BAGWIG	20	an 18th-century wig with hair pushed back into a bag.
BAGWIGS	20	plural of bagwig
BAGWOMAN	40	a female racketeer assigned to collect or distribute payoff money
BAGWOMEN	40	plural of bagwoman
BALISAUR	40	A badger-like animal of India, Arctonyx collaris, the sand bear.
BALISAURS	38	plural of balisaur
BALLYHOOERS	38	plural of ballyhooer
BALLYRAGGED	33	simple past and past participle of ballyrag
BALLYRAGGING	33	present participle and gerund of ballyrag
BALLYRAGS	33	third-person singular simple present indicative of ballyrag
BALSAMED	38	simple past and past participle of balsam
BALSAMING	38	present participle and gerund of balsam
BANDERS	43	plural of bander
BARANOF	35	An island in the northern Alexander Archipelago in the Alaskan Panhandle.
BARKIER	35	comparative form of barky: more barky
BARKIEST	35	superlative form of barky: most barky
BARO	35	A surname.
BARONGS	43	plural of barong
BARRABLE	40	Capable of being barred (prevented).
BARYTONES	38	plural of barytone
BASEBALLER	40	A baseball player; a person who plays baseball.
BASEBALLERS	40	plural of baseballer
BASIFIED	43	simple past and past participle of basify
BASIFIERS	43	plural of basifier
BASIFIES	43	third-person singular simple present indicative of basify
BASSETING	38	The upward direction of a vein in a mine.
BASTOGNE	40	A city in Luxembourg, Wallonia, Belgium.
BATHLESS	35	Without a bath (tub for bathing).
BATHYSCAPES	43	plural of bathyscape
BATTENER	35	One who battens or feasts.
BATTENERS	33	plural of battener
BATUMI	35	A seaside city on the Black Sea coast and capital of Adjara, an autonomous republic in southwest Georgia.
BATWOMEN	35	plural of batwoman
BAYADERE	40	A female dancer.
BAYREUTH	35	An independent town in Bavaria, Germany.
BDFT	20	Abbreviation of board foot.
BEACHIER	35	comparative form of beachy: more beachy
BEACHIEST	35	superlative form of beachy: most beachy
BEADILY	43	in an avaricious or penetrating manner.
BEAKIEST	43	superlative form of beaky: most beaky
BEAMIEST	43	superlative form of beamy: most beamy
BEAMLESS	40	Not having a beam.
BEARABLY	43	In a bearable manner.
BEAUTIED	40	beautiful; embellished
BECKED	38	simple past and past participle of beck
BECKING	38	present participle and gerund of beck
BEDASHED	33	simple past and past participle of bedash
BEDASHES	33	third-person singular simple present indicative of bedash
BEDASHING	35	present participle and gerund of bedash
